날짜,KTCI,등급,계절,KTCI-a,등급_a,계절_a,KTCI-a2,등급_a2,KTCI-a_roll3,KTCI-a_roll7,Cd,Ca,P,W,S,ET_d,ET_a,최고기온,평균기온,최저습도,평균습도,강수량,풍속,일조시간,전운량
2023-10-07,81.94,Excellent,autumn,81.94,Excellent,autumn,82.01,Excellent,83.89,83.74,4.0,3.5,5.0,4.0,2.6,19.52448,15.782720000000001,21.2,16.8,62.6,62.6,0.0,2.1,5.2,7.8
2023-10-08,78.41,Very Good,autumn,78.41,Very Good,autumn,78.56,Very Good,82.28,82.22,4.0,3.5,5.0,4.0,0.7999999999999998,18.2498,16.16564,19.5,17.1,67.1,67.1,0.0,2.5,0.0,8.4
2023-10-09,82.5,Excellent,autumn,82.5,Excellent,autumn,82.71,Excellent,80.95,81.29,4.5,3.5,4.88,4.0,2.1,20.81776,16.455759999999998,22.4,17.4,68.1,68.1,1.2,1.9,4.2,6.0
2023-10-10,90.05,Ideal,autumn,90.05,Ideal,autumn,90.09,Ideal,83.65,82.42,4.5,3.5,5.0,4.5,5.0,21.723399999999998,16.16564,23.5,17.1,67.1,67.1,0.0,1.6,10.6,0.0
2023-10-11,89.01,Excellent,autumn,89.01,Excellent,autumn,89.06,Excellent,87.19,84.52,4.5,3.5,5.0,4.0,5.0,21.62,16.308,24.0,17.6,57.5,57.5,0.0,1.7,10.0,0.5
2023-10-12,87.4,Excellent,autumn,87.4,Excellent,autumn,87.45,Excellent,88.82,85.12,4.5,3.5,5.0,4.5,3.65,21.97936,16.372,24.1,17.5,62.4,62.4,0.0,1.5,7.3,4.1
2023-10-13,82.7,Excellent,autumn,82.7,Excellent,autumn,82.74,Excellent,86.37,84.57,4.5,3.5,5.0,4.5,1.25,20.1016,16.588,21.5,17.5,69.6,69.6,0.0,1.5,2.5,7.6
2023-10-14,73.98,Very Good,autumn,73.98,Very Good,autumn,73.98,Very Good,81.36,83.44,3.5,3.5,4.42,4.5,1.25,17.70472,14.41612,18.2,14.7,84.9,84.9,5.8,1.4,2.5,5.5
2023-10-15,85.19,Excellent,autumn,85.19,Excellent,autumn,85.19,Excellent,80.62,84.4,4.5,3.5,5.0,4.0,3.05,20.304,15.612000000000002,21.2,16.1,80.0,80.0,0.0,2.0,6.1,2.0
2023-10-16,84.27,Excellent,autumn,84.27,Excellent,autumn,84.27,Excellent,81.15,84.66,3.5,3.5,5.0,4.0,5.0,17.948800000000002,13.891599999999999,19.6,14.7,57.0,57.0,0.0,2.4,10.4,0.0
2023-10-17,87.68,Excellent,autumn,87.68,Excellent,autumn,87.68,Excellent,85.71,84.32,4.0,3.5,5.0,4.5,5.0,18.96416,13.12512,20.9,13.8,55.6,55.6,0.0,1.6,10.4,0.0
2023-10-18,87.34,Excellent,autumn,87.34,Excellent,autumn,87.34,Excellent,86.43,84.08,4.5,3.5,5.0,4.0,4.15,20.068800000000003,14.9476,21.6,15.7,67.0,67.0,0.0,2.1,8.3,4.0
2023-10-19,72.74,Very Good,autumn,72.74,Very Good,autumn,72.74,Very Good,82.59,81.99,4.0,3.5,4.18,4.5,0.25,18.276999999999997,16.51,18.9,17.0,82.5,82.5,8.2,1.5,0.0,9.5
2023-10-20,81.05,Excellent,autumn,81.05,Excellent,autumn,81.05,Excellent,80.38,81.75,3.5,3.0,5.0,3.5,5.0,14.01676,11.260159999999999,15.1,11.6,46.9,46.9,0.0,3.2,10.1,1.3
2023-10-21,79.96,Very Good,autumn,79.96,Very Good,autumn,79.96,Very Good,77.92,82.6,3.5,3.0,4.89,4.0,4.3,15.406720000000002,10.32768,16.6,10.4,54.8,54.8,1.1,2.3,8.6,1.1
2023-10-22,80.72,Excellent,autumn,80.72,Excellent,autumn,80.72,Excellent,80.58,81.97,3.5,3.0,5.0,4.0,4.3,17.56204,12.173,18.7,12.5,67.3,67.3,0.0,1.7,8.6,4.3
2023-10-23,85.58,Excellent,autumn,85.58,Excellent,autumn,85.58,Excellent,82.09,82.15,4.5,3.5,5.0,4.0,3.25,20.20528,14.65504,21.4,15.2,73.8,73.8,0.0,1.7,6.5,3.8
2023-10-24,80.47,Excellent,autumn,80.47,Excellent,autumn,80.47,Excellent,82.26,81.12,4.0,3.5,5.0,4.0,1.85,18.5002,15.1184,19.3,15.6,78.5,78.5,0.0,1.7,3.7,5.0
2023-10-25,86.13,Excellent,autumn,86.13,Excellent,autumn,86.13,Excellent,84.06,80.95,4.5,3.5,5.0,4.5,3.0,20.881359999999997,16.035040000000002,21.9,16.6,78.6,78.6,0.0,1.4,6.0,4.0
2023-10-26,79.99,Very Good,autumn,79.99,Very Good,autumn,79.99,Very Good,82.2,81.99,4.5,3.5,5.0,4.0,0.4,20.185360000000003,16.60672,21.1,17.2,79.4,79.4,0.0,2.1,0.8,8.9
2023-10-27,81.35,Excellent,autumn,81.35,Excellent,autumn,81.35,Excellent,82.49,82.03,4.0,3.5,5.0,4.0,2.3,19.02088,15.04108,20.2,15.7,71.1,71.1,0.0,1.9,4.6,3.8
2023-10-28,87.39,Excellent,autumn,87.39,Excellent,autumn,87.39,Excellent,82.91,83.09,4.0,3.5,5.0,4.5,4.85,19.112119999999997,13.57672,20.7,14.2,62.9,62.9,0.0,1.4,9.7,0.0
2023-10-29,86.35,Excellent,autumn,86.35,Excellent,autumn,86.35,Excellent,85.03,83.89,4.0,3.5,5.0,4.0,4.85,19.98752,14.14736,21.8,14.9,61.6,61.6,0.0,1.7,9.7,0.0
2023-10-30,88.32,Excellent,autumn,88.32,Excellent,autumn,88.32,Excellent,87.35,84.29,4.5,3.5,5.0,4.0,4.65,20.5672,14.5288,21.9,15.1,72.0,72.0,0.0,1.7,9.3,1.1
2023-10-31,81.94,Excellent,autumn,81.94,Excellent,autumn,81.94,Excellent,85.54,84.5,4.0,3.5,5.0,4.0,2.6,19.7632,15.876,20.8,16.5,76.0,76.0,0.0,1.8,5.2,5.8
2023-11-01,80.0,Excellent,autumn,80.0,Excellent,autumn,80.0,Excellent,83.42,83.62,4.0,4.0,5.0,4.0,0.5,19.82832,18.3448,20.6,19.0,81.8,81.8,0.0,2.4,0.0,9.0
2023-11-02,88.19,Excellent,autumn,88.19,Excellent,autumn,88.19,Excellent,83.38,84.79,4.5,4.0,5.0,3.5,4.0,24.049239999999998,19.54288,25.9,20.8,70.9,70.9,0.0,2.9,8.0,4.6
2023-11-03,75.7,Very Good,autumn,75.7,Very Good,autumn,75.7,Very Good,81.3,83.98,4.5,4.0,4.15,3.5,0.6,21.571679999999997,18.8654,22.4,19.5,83.3,83.3,8.5,2.8,1.2,7.9
2023-11-04,78.54,Very Good,autumn,78.54,Very Good,autumn,78.54,Very Good,80.81,82.72,4.0,3.5,5.0,3.5,1.4,19.831799999999998,16.674799999999998,20.9,17.4,75.5,75.5,0.0,2.6,2.8,5.6
2023-11-05,69.55,Good,autumn,69.55,Good,autumn,69.55,Good,74.6,80.32,4.0,3.5,3.96,3.5,0.4500000000000002,19.859199999999998,16.9204,20.4,17.3,87.0,87.0,10.4,3.3,0.0,9.1
2023-11-06,44.13,Marginal,autumn,44.13,Marginal,autumn,44.13,Marginal,64.07,74.01,4.0,3.5,0.41999999999999993,3.0,0.4,18.73828,13.10068,19.3,13.3,84.9,84.9,45.8,4.9,0.8,9.4
2023-11-07,74.93,Very Good,autumn,74.93,Very Good,autumn,74.93,Very Good,62.87,73.01,3.0,2.5,5.0,3.5,4.2,9.915000000000001,6.43,9.9,5.8,62.5,62.5,0.0,3.2,8.4,1.6
2023-11-08,81.5,Excellent,autumn,81.5,Excellent,autumn,81.5,Excellent,66.85,73.22,3.5,3.0,5.0,4.0,4.7,15.00444,8.68736,16.1,8.4,55.1,55.1,0.0,1.7,9.4,2.6
2023-11-09,70.85,Very Good,autumn,70.85,Very Good,autumn,70.85,Very Good,75.76,70.74,3.5,3.0,4.49,4.0,1.05,17.49616,11.249360000000001,18.4,11.4,73.1,73.1,5.1,2.1,2.1,5.6
2023-11-10,74.48,Very Good,autumn,74.48,Very Good,autumn,74.48,Very Good,75.61,70.57,3.0,2.5,5.0,3.0,4.5,9.268839999999999,4.63816,9.1,3.4,53.1,53.1,0.0,3.9,9.0,1.1
2023-11-11,70.05,Very Good,autumn,70.05,Very Good,autumn,70.05,Very Good,71.79,69.36,2.5,2.0,5.0,4.0,3.5,7.38772,3.42972,6.7,1.7,47.9,47.9,0.0,2.2,7.0,1.9
2023-11-12,72.5,Very Good,autumn,72.5,Very Good,autumn,72.5,Very Good,72.34,69.78,2.5,2.0,5.0,4.0,4.75,6.49464,2.8262400000000003,5.7,1.2,53.8,53.8,0.0,2.2,9.5,0.0
2023-11-13,72.5,Very Good,autumn,72.5,Very Good,autumn,72.5,Very Good,71.68,73.83,2.5,2.0,5.0,4.0,4.75,7.3072,3.472,6.7,2.0,54.0,54.0,0.0,2.3,9.5,0.0
2023-11-14,76.85,Very Good,autumn,76.85,Very Good,autumn,76.85,Very Good,73.95,74.1,3.0,2.5,5.0,4.0,4.65,10.69152,5.678,10.8,5.0,66.1,66.1,0.0,1.7,9.3,2.3
2023-11-15,75.54,Very Good,autumn,75.54,Very Good,autumn,75.54,Very Good,74.96,73.25,3.0,2.5,5.0,4.5,3.45,12.214,7.3431999999999995,12.5,7.0,71.4,71.4,0.0,1.5,6.9,4.0
2023-11-16,60.59,Good,autumn,60.59,Good,autumn,60.59,Good,70.99,71.79,2.5,2.5,4.16,4.0,0.5,7.556,6.803999999999999,7.4,6.6,85.0,85.0,8.4,1.9,0.0,9.0
2023-11-17,67.05,Good,autumn,67.05,Good,autumn,67.05,Good,67.73,70.73,2.5,2.0,5.0,3.5,2.5,6.567480000000001,2.9675200000000004,5.9,1.6,59.3,59.3,0.0,2.9,5.0,4.3
2023-11-18,70.22,Very Good,autumn,70.22,Very Good,autumn,70.22,Very Good,65.95,70.75,2.5,2.0,5.0,3.0,4.65,6.40692,2.14536,5.7,0.6,58.9,58.9,0.0,3.5,9.3,0.0
2023-11-19,73.03,Very Good,autumn,73.03,Very Good,autumn,73.03,Very Good,70.1,70.83,3.0,2.5,5.0,4.0,2.7,12.96888,6.419880000000001,13.4,5.9,68.3,68.3,0.0,2.4,5.4,2.6
2023-11-20,77.89,Very Good,autumn,77.89,Very Good,autumn,77.89,Very Good,73.71,71.6,3.0,2.5,5.0,4.5,4.65,12.33408,6.83232,12.8,6.2,58.4,58.4,0.0,1.5,9.3,0.0
2023-11-21,79.22,Very Good,autumn,79.22,Very Good,autumn,79.22,Very Good,76.71,71.93,3.5,2.5,5.0,4.0,4.65,14.024320000000001,7.8201600000000004,14.8,7.4,59.6,59.6,0.0,1.7,9.3,0.0
2023-11-22,78.66,Very Good,autumn,78.66,Very Good,autumn,78.66,Very Good,78.59,72.38,3.5,3.0,5.0,4.0,3.25,14.44924,9.5638,15.1,9.5,68.1,68.1,0.0,1.8,6.5,4.0
2023-11-23,76.08,Very Good,autumn,76.08,Very Good,autumn,76.08,Very Good,77.99,74.59,3.5,3.0,4.99,3.5,2.5,14.06824,9.91156,14.6,9.9,71.1,71.1,0.1,3.3,5.0,4.4
2023-11-24,67.17,Good,autumn,67.17,Good,autumn,67.17,Good,73.97,74.61,2.0,2.0,5.0,3.0,4.3,3.7038400000000005,0.7172000000000001,2.2,-1.5,51.8,51.8,0.0,3.8,8.6,0.3
2023-11-25,72.11,Very Good,autumn,72.11,Very Good,autumn,72.11,Very Good,71.79,74.88,2.5,2.0,5.0,4.0,4.55,5.372800000000001,1.2854400000000006,4.0,-1.3,42.8,42.8,0.0,1.8,9.1,1.8
2023-11-26,67.78,Good,autumn,67.78,Good,autumn,67.78,Good,69.02,74.13,2.5,2.5,5.0,4.5,0.7,7.83168,5.3536,7.2,4.0,43.6,43.6,0.0,1.4,1.4,8.9
2023-11-27,66.15,Good,autumn,66.15,Good,autumn,66.15,Good,68.68,72.45,3.0,2.5,4.64,4.0,0.45,9.34788,6.45992,9.3,6.2,82.9,82.9,3.6,2.4,0.9,6.8
2023-11-28,68.32,Good,autumn,68.32,Good,autumn,68.32,Good,67.42,70.9,2.5,2.0,5.0,3.5,3.15,6.016,2.779,5.2,1.3,57.5,57.5,0.0,3.2,6.3,2.3
2023-11-29,65.84,Good,autumn,65.84,Good,autumn,65.84,Good,66.77,69.06,2.5,2.0,5.0,4.0,1.35,4.1508,0.47416000000000036,3.0,-1.4,58.9,58.9,0.0,2.5,2.7,4.4
2023-11-30,66.62,Good,autumn,66.62,Good,autumn,66.54,Good,66.93,67.71,2.0,1.5,5.0,3.5,4.6,1.6630000000000003,-1.3541999999999996,-0.5,-4.3,48.5,48.5,0.0,2.8,9.2,0.0
2023-12-01,66.08,Good,winter,67.66,Good,autumn,67.54,Good,66.71,67.78,2.0,1.5,5.0,4.0,4.6,2.3628400000000003,-0.8398399999999997,0.7,-3.2,55.3,55.3,0.0,2.0,9.2,0.1
2023-12-02,68.8,Good,winter,69.48,Good,autumn,69.41,Good,67.92,67.41,3.0,2.0,5.0,4.0,2.0,8.3136,3.2544000000000004,8.0,2.0,60.8,60.8,0.0,2.4,4.0,4.0
2023-12-03,70.66,Very Good,winter,72.11,Very Good,autumn,71.9,Very Good,69.75,68.03,2.5,2.0,5.0,4.0,4.55,6.6992,2.40816,6.0,0.8,56.3,56.3,0.0,1.7,9.1,0.0
2023-12-04,73.66,Very Good,winter,74.64,Very Good,autumn,74.46,Very Good,72.08,69.24,3.0,2.0,5.0,4.5,4.1,9.4972,3.8826,9.4,2.7,59.5,59.5,0.0,1.6,8.2,2.5
2023-12-05,73.46,Very Good,winter,74.4,Very Good,autumn,74.2,Very Good,73.72,70.11,3.0,2.5,5.0,4.0,3.4,12.13616,7.37088,12.6,6.8,55.4,55.4,0.0,2.0,6.8,3.8
2023-12-06,68.61,Good,winter,68.76,Good,autumn,68.72,Good,72.6,70.52,3.0,2.5,4.62,4.0,1.85,8.82428,6.47284,8.7,6.1,76.1,76.1,3.8,2.3,0.0,6.3
2023-12-07,71.92,Very Good,winter,73.27,Very Good,autumn,72.88,Very Good,72.14,71.47,3.0,2.5,5.0,3.5,3.35,11.1984,7.0896,11.4,6.6,64.0,64.0,0.0,2.6,6.7,1.9
2023-12-08,75.44,Very Good,winter,76.44,Very Good,autumn,76.12,Very Good,72.82,72.73,3.5,3.0,5.0,3.5,2.65,16.07648,11.07232,16.8,11.2,73.4,73.4,0.0,3.0,5.3,1.4
2023-12-09,75.65,Very Good,winter,75.25,Very Good,autumn,75.39,Very Good,74.99,73.55,3.5,3.5,5.0,4.0,0.4,15.77592,13.446919999999999,16.2,13.7,82.9,82.9,0.0,2.0,0.8,8.3
2023-12-10,75.69,Very Good,winter,76.26,Very Good,autumn,76.03,Very Good,75.98,74.15,3.5,3.0,5.0,3.8333333333333335,2.2,14.793800000000001,11.22024,15.5,11.4,67.9,67.9,0.0,,,5.6
2023-12-11,62.37,Good,winter,61.41,Good,autumn,61.82,Good,70.97,72.26,3.0,3.0,3.86,3.6666666666666665,0.0,12.14268,8.97524,12.3,8.9,82.9,82.9,11.4,,0.0,10.0
2023-12-12,69.08,Good,winter,69.86,Good,autumn,69.5,Good,69.18,71.61,3.0,2.5,4.96,3.5,1.75,9.36832,5.848960000000001,9.3,5.4,75.6,75.6,0.4,2.7,3.5,4.9
2023-12-13,69.81,Good,winter,69.81,Good,winter,69.9,Good,67.03,71.76,3.0,2.5,5.0,4.0,1.15,10.268920000000001,7.13152,10.3,6.8,74.1,74.1,0.0,2.4,2.3,6.3
2023-12-14,54.59,Acceptable,winter,54.59,Acceptable,winter,54.32,Acceptable,64.75,69.09,3.0,2.5,3.3,3.0,0.0,9.151119999999999,7.73632,9.1,7.6,85.8,85.8,17.0,4.5,0.0,10.0
2023-12-15,43.66,Marginal,winter,43.66,Marginal,winter,42.93,Marginal,56.02,64.41,2.5,2.5,1.8899999999999997,3.0,0.0,6.26992,4.9938400000000005,6.2,4.9,95.4,95.4,31.1,3.6,0.0,10.0
2023-12-16,60.78,Good,winter,60.78,Good,winter,61.42,Good,53.01,62.34,2.5,1.5,4.85,3.0,2.3,4.57128,-2.34596,3.8,-4.1,68.9,68.9,1.5,5.2,4.6,5.6
2023-12-17,59.8,Acceptable,winter,59.8,Acceptable,winter,60.54,Good,54.75,59.99,1.5,1.0,5.0,3.5,4.5,-3.0478400000000003,-5.75288,-6.4,-9.8,48.9,48.9,0.0,3.2,9.0,0.0
2023-12-18,59.68,Acceptable,winter,59.68,Acceptable,winter,59.88,Acceptable,60.09,59.74,1.5,1.5,5.0,4.0,2.05,-0.6134400000000002,-3.8130800000000007,-3.6,-7.7,45.1,45.1,0.0,2.2,4.1,6.9
2023-12-19,59.09,Acceptable,winter,59.09,Acceptable,winter,59.13,Acceptable,59.52,58.2,2.0,1.5,4.97,4.0,0.4,1.6464800000000002,-1.67788,0.2,-3.7,63.1,63.1,0.3,1.9,0.8,6.9
2023-12-20,56.88,Acceptable,winter,56.88,Acceptable,winter,57.25,Acceptable,58.55,56.35,1.5,1.0,4.92,3.5,3.0,-0.36243999999999965,-4.9013599999999995,-2.1,-7.4,64.1,64.1,0.8,3.4,6.0,2.6
2023-12-21,52.75,Acceptable,winter,52.75,Acceptable,winter,53.26,Acceptable,56.24,56.09,1.0,0.0,5.0,3.5,4.5,-4.932799999999999,-8.00232,-8.0,-11.7,57.4,57.4,0.0,3.0,9.0,0.0
2023-12-22,57.61,Acceptable,winter,57.61,Acceptable,winter,57.97,Acceptable,55.75,58.08,1.0,1.0,5.0,3.5,4.55,-4.5296,-7.4355199999999995,-8.0,-11.6,51.8,51.8,0.0,2.7,9.1,0.0
2023-12-23,65.84,Good,winter,65.84,Good,winter,66.06,Good,58.73,58.81,2.0,1.5,5.0,4.0,4.45,1.1317600000000003,-3.6684799999999997,-0.9,-6.8,53.4,53.4,0.0,1.8,8.9,1.4
2023-12-24,65.0,Good,winter,65.0,Good,winter,65.08,Good,62.82,59.55,2.0,1.5,4.89,4.5,3.45,3.7447999999999997,-0.9019200000000007,3.0,-2.2,73.4,73.4,1.1,1.6,6.9,5.0
2023-12-25,63.43,Good,winter,63.43,Good,winter,63.4,Good,64.76,60.09,2.0,2.0,4.93,4.5,0.85,2.7067200000000002,0.12176000000000031,2.1,-0.7,80.8,80.8,0.7,1.5,1.7,6.5
2023-12-26,69.36,Good,winter,69.36,Good,winter,69.41,Good,65.93,61.55,2.5,2.0,5.0,4.0,3.75,7.50352,2.77804,7.2,1.9,72.9,72.9,0.0,1.8,7.5,2.9
2023-12-27,71.39,Very Good,winter,71.39,Very Good,winter,71.39,Very Good,68.06,63.63,2.5,2.0,5.0,4.5,4.1,7.09952,2.2956000000000003,6.8,1.5,76.6,76.6,0.0,1.4,8.2,0.5
2023-12-28,71.31,Very Good,winter,71.31,Very Good,winter,71.31,Very Good,70.69,66.28,2.5,2.0,5.0,4.5,4.05,5.083200000000001,2.2736,4.4,1.2,69.5,69.5,0.0,1.6,8.1,3.1
2023-12-29,64.75,Good,winter,64.75,Good,winter,64.75,Good,69.15,67.3,2.5,2.0,5.0,4.0,0.9,5.2264,2.3092,4.6,1.3,71.0,71.0,0.0,1.7,1.8,4.8
2023-12-30,51.92,Acceptable,winter,51.92,Acceptable,winter,51.92,Acceptable,62.66,65.31,2.0,2.0,3.69,3.5,0.25,2.3528,0.9007999999999998,2.1,0.6,92.0,92.0,13.1,2.6,0.0,9.5
2023-12-31,60.89,Good,winter,60.89,Good,winter,60.89,Good,59.19,64.72,2.5,2.0,4.53,4.0,0.3,4.4026,2.2422000000000004,4.3,2.1,95.5,95.5,4.7,2.0,0.6,5.8
2024-01-01,66.77,Good,winter,66.77,Good,winter,66.77,Good,59.86,65.2,2.5,2.0,5.0,4.0,2.15,7.47928,3.7448799999999998,7.3,3.3,83.4,83.4,0.0,1.7,4.3,6.4
2024-01-02,64.99,Good,winter,64.99,Good,winter,64.99,Good,64.22,64.57,2.5,2.0,5.0,4.5,0.15,4.92472,3.67816,4.3,2.9,72.6,72.6,0.0,1.6,0.3,8.9
2024-01-03,65.35,Good,winter,65.35,Good,winter,65.35,Good,65.7,63.71,2.5,2.0,4.94,4.5,0.6,4.4704,2.4428799999999997,4.0,1.8,80.4,80.4,0.6,1.6,1.2,6.0
2024-01-04,63.7,Good,winter,63.7,Good,winter,63.7,Good,64.68,62.62,2.5,2.0,5.0,4.0,0.25,5.24484,2.28408,4.7,1.4,74.3,74.3,0.0,1.9,0.5,6.1
2024-01-05,72.57,Very Good,winter,72.57,Very Good,winter,72.57,Very Good,67.21,63.74,3.0,2.5,5.0,4.0,2.85,9.18244,5.458,9.1,5.0,77.1,77.1,0.0,2.3,5.7,4.1
2024-01-06,68.86,Good,winter,68.86,Good,winter,68.86,Good,68.38,66.16,2.5,2.0,4.76,4.0,4.35,5.89312,2.04292,5.2,0.7,63.9,63.9,2.4,2.2,8.7,2.3
2024-01-07,64.54,Good,winter,64.54,Good,winter,64.54,Good,68.66,66.68,2.0,1.5,5.0,3.5,4.55,0.9573600000000003,-1.94624,-0.9,-4.4,57.4,57.4,0.0,3.1,9.1,0.1
2024-01-08,65.35,Good,winter,65.35,Good,winter,65.35,Good,66.25,66.48,2.0,1.5,5.0,4.0,4.15,1.6880000000000002,-2.21864,0.0,-4.7,57.8,57.8,0.0,1.8,8.3,3.8
2024-01-09,61.25,Good,winter,61.25,Good,winter,61.25,Good,63.71,65.95,2.0,2.0,4.84,4.0,0.75,1.0144000000000002,0.07840000000000014,0.4,-0.6,84.0,84.0,1.6,2.0,0.0,8.5
2024-01-10,62.68,Good,winter,62.68,Good,winter,62.68,Good,63.09,65.56,2.0,1.5,5.0,4.0,2.5,3.6778799999999996,-0.3796000000000004,3.3,-1.0,85.9,85.9,0.0,1.7,5.0,3.1
2024-01-11,63.61,Good,winter,63.61,Good,winter,63.61,Good,62.51,65.55,2.5,2.0,5.0,4.0,0.2,4.9268,2.34408,4.5,1.7,80.6,80.6,0.0,1.9,0.4,7.0
2024-01-12,70.5,Very Good,winter,70.5,Very Good,winter,70.5,Very Good,65.6,65.26,2.5,2.0,5.0,4.0,4.45,5.09088,2.2977600000000002,4.2,0.9,61.6,61.6,0.0,2.3,8.9,0.0
2024-01-13,72.12,Very Good,winter,72.12,Very Good,winter,72.12,Very Good,68.74,65.72,2.5,2.0,5.0,4.5,4.55,7.2020800000000005,2.5388800000000002,6.4,0.4,44.3,44.3,0.0,1.4,9.1,0.3
2024-01-14,59.68,Acceptable,winter,59.68,Acceptable,winter,59.68,Acceptable,67.43,65.03,2.0,2.0,4.69,4.0,0.35,3.1752,0.4812000000000002,2.4,-0.6,74.5,74.5,3.1,2.1,0.7,5.8
2024-01-15,66.08,Good,winter,66.08,Good,winter,66.08,Good,65.96,65.13,2.0,1.5,5.0,4.0,4.6,2.67268,-1.03124,0.9,-3.7,51.3,51.3,0.0,2.5,9.2,0.0
2024-01-16,71.47,Very Good,winter,71.47,Very Good,winter,71.47,Very Good,65.74,66.59,2.5,2.0,5.0,4.5,4.15,5.44456,0.32967999999999975,4.3,-2.1,49.8,49.8,0.0,1.5,8.3,2.3
2024-01-17,55.55,Acceptable,winter,55.55,Acceptable,winter,55.55,Acceptable,64.37,65.57,2.0,2.0,4.03,4.0,0.2999999999999998,2.5966,1.4083999999999999,1.9,0.6,78.5,78.5,9.7,2.0,0.0,9.4
2024-01-18,72.75,Very Good,winter,72.75,Very Good,winter,72.75,Very Good,66.59,66.88,3.0,2.5,4.95,4.0,3.15,9.4444,4.907,9.4,4.5,81.5,81.5,0.5,2.4,6.3,4.5
2024-01-19,70.78,Very Good,winter,70.78,Very Good,winter,70.78,Very Good,66.36,66.92,3.0,2.5,5.0,3.0,3.55,9.1384,6.03664,9.0,5.4,65.4,65.4,0.0,4.5,7.1,7.0
2024-01-20,63.41,Good,winter,63.41,Good,winter,63.41,Good,68.98,65.67,2.5,2.5,4.96,3.0,0.5499999999999998,5.522200000000001,4.2052,4.9,3.4,69.5,69.5,0.4,5.3,0.0,8.9
2024-01-21,63.77,Good,winter,63.77,Good,winter,63.77,Good,65.99,66.26,2.5,2.0,4.96,4.0,0.4500000000000002,4.85176,2.50344,4.3,1.7,75.8,75.8,0.4,2.5,0.0,9.1
2024-01-22,53.84,Acceptable,winter,53.84,Acceptable,winter,53.84,Acceptable,60.34,64.51,1.5,1.0,4.98,3.0,1.8,-0.6937599999999993,-6.126879999999998,-2.4,-8.7,65.6,65.6,0.2,4.1,3.6,5.0
2024-01-23,56.15,Acceptable,winter,56.15,Acceptable,winter,56.15,Acceptable,57.92,62.32,1.0,1.0,5.0,3.0,4.55,-4.82208,-7.672479999999999,-8.2,-11.7,53.6,53.6,0.0,3.9,9.1,0.5
2024-01-24,60.04,Good,winter,60.04,Good,winter,60.04,Good,56.68,62.96,1.5,1.0,5.0,3.5,4.65,-1.0695999999999999,-4.5440000000000005,-3.7,-8.0,52.0,52.0,0.0,3.3,9.3,0.0
2024-01-25,66.24,Good,winter,66.24,Good,winter,66.24,Good,60.81,62.03,2.0,1.5,5.0,4.0,4.7,1.6924000000000001,-2.1053599999999992,-0.5,-5.3,47.8,47.8,0.0,2.1,9.4,0.0
2024-01-26,70.9,Very Good,winter,70.9,Very Good,winter,70.9,Very Good,65.73,62.05,2.5,2.0,5.0,4.0,4.7,4.9,0.05499999999999994,4.0,-1.7,62.5,62.5,0.0,1.9,9.4,0.8
2024-01-27,69.77,Good,winter,69.77,Good,winter,69.77,Good,68.97,62.96,2.5,2.0,5.0,4.0,4.0,5.247999999999999,0.7600000000000002,4.6,-0.5,70.0,70.0,0.0,1.8,8.0,2.9
2024-01-28,69.77,Good,winter,69.77,Good,winter,69.77,Good,70.15,63.82,2.5,2.0,5.0,4.0,4.0,4.73496,0.23420000000000019,3.8,-1.5,62.3,62.3,0.0,1.9,8.0,2.0
2024-01-29,70.74,Very Good,winter,70.74,Very Good,winter,70.74,Very Good,70.09,66.23,2.5,2.0,5.0,4.0,4.6,5.32144,0.9894400000000004,4.6,-0.4,66.6,66.6,0.0,1.7,9.2,2.0
2024-01-30,74.63,Very Good,winter,74.63,Very Good,winter,74.63,Very Good,71.71,68.87,3.0,2.0,5.0,4.5,4.7,8.40932,2.80008,8.1,1.4,59.3,59.3,0.0,1.4,9.4,2.3
2024-01-31,75.16,Very Good,winter,75.16,Very Good,winter,75.16,Very Good,73.51,71.03,3.0,2.5,5.0,4.0,4.45,10.48984,5.673080000000001,10.6,4.7,54.1,54.1,0.0,1.9,8.9,2.6
2024-02-01,71.07,Very Good,winter,71.07,Very Good,winter,71.07,Very Good,73.62,71.72,3.0,2.0,5.0,4.0,3.4,8.45272,3.46704,8.2,2.4,64.9,64.9,0.0,2.1,6.8,6.4
2024-02-02,71.51,Very Good,winter,71.51,Very Good,winter,71.51,Very Good,72.58,71.81,3.0,2.5,5.0,4.0,2.2,8.1898,4.0522,7.9,3.1,65.5,65.5,0.0,2.1,4.4,5.4
2024-02-03,68.76,Good,winter,68.76,Good,winter,68.76,Good,70.45,71.66,3.0,2.5,5.0,4.0,0.5,8.545480000000001,5.46532,8.3,4.7,63.9,63.9,0.0,2.2,1.0,8.4
2024-02-04,71.68,Very Good,winter,71.68,Very Good,winter,71.68,Very Good,70.65,71.94,3.0,2.5,5.0,4.0,2.3,11.85592,7.72228,12.2,7.3,60.9,60.9,0.0,1.8,4.6,8.6
2024-02-05,57.98,Acceptable,winter,57.98,Acceptable,winter,57.98,Acceptable,66.14,70.11,2.5,2.0,4.61,3.0,0.0,6.847519999999999,3.23144,6.6,2.7,81.8,81.8,3.9,5.0,0.0,10.0
